"myfiles","mean"
"ginppi.dt.4.p.0.94.L1.0.0021.L2.0.00021.n.5000.time.2016Jan03_011041.csv",30.3283075916838
"ginppi.dt.4.p.0.94.L1.0.0022.L2.0.00022.n.5000.time.2016Jan03_011413.csv",27.6888907242958
"ginppi.dt.4.p.0.94.L1.0.0023.L2.0.00023.n.5000.time.2016Jan03_011746.csv",27.1560509011505
"ginppi.dt.4.p.0.94.L1.0.0024.L2.0.00024.n.5000.time.2016Jan03_012119.csv",26.6215191050921
"ginppi.dt.4.p.0.94.L1.0.0025.L2.0.00025.n.5000.time.2016Jan03_012451.csv",25.5031624773052
"ginppi.dt.4.p.0.94.L1.0.0026.L2.0.00026.n.5000.time.2016Jan03_012826.csv",23.7517947893299
"ginppi.dt.4.p.0.94.L1.0.0028.L2.0.00028.n.5000.time.2016Jan03_013201.csv",22.7668964872542
"ginppi.dt.4.p.0.94.L1.0.0028.L2.0.00028.n.5000.time.2016Jan03_013533.csv",22.730647631265
"ginppi.dt.4.p.0.94.L1.0.0029.L2.0.00029.n.5000.time.2016Jan03_013908.csv",21.8088299591074
"ginppi.dt.4.p.0.94.L1.0.003.L2.3e-04.n.5000.time.2016Jan03_014239.csv",21.2250403103624
"ginppi.dt.4.p.0.94.L1.0.0035.L2.0.00035.n.5000.time.2016Jan03_014612.csv",18.5318423060922
"ginppi.dt.4.p.0.94.L1.0.004.L2.4e-04.n.5000.time.2016Jan03_014947.csv",15.8465488906133
"ginppi.dt.4.p.0.94.L1.0.0045.L2.0.00045.n.5000.time.2016Jan03_015322.csv",14.2637939219876
"ginppi.dt.4.p.0.95.L1.0.002.L2.2e-04.n.5000.time.2016Jan03_001721.csv",32.6365435897736
"ginppi.dt.4.p.0.95.L1.0.0021.L2.0.00021.n.5000.time.2016Jan03_002051.csv",30.5470452527394
"ginppi.dt.4.p.0.95.L1.0.0022.L2.0.00022.n.5000.time.2016Jan03_002423.csv",29.5144765296369
"ginppi.dt.4.p.0.95.L1.0.0023.L2.0.00023.n.5000.time.2016Jan03_002758.csv",28.1822209971054
